tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,22,LGS231PM001,无,mút xốp,"16Kg,360×135×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,23,LGS231PM002,无,mút xốp,"16Kg,350×320×36mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,24,LGS231PM003,无,mút xốp,"16Kg,350×345×20mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,25,LGS231PM004,无,mút xốp,"16Kg,590×250×6mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,26,LGS231PM005,无,mút xốp,"16Kg,560×250×6mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,27,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,4
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,28,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,8
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,29,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,30,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,31,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,32,LGS231SMS,无,LGS231 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,1,TZJD629825BH,1,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu đen,Túi ngũ kim,8
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,2,BCLS129228BH,2,tay nắm,129x22x8mm,PP&GF40,màu đen,Túi ngũ kim,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,3,NLPLS6022BZ,3,M6X22 ốc lục giác,M6x22mm,#10,màu đen,Túi ngũ kim,16+2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,4,GSSNZGLS5040BZ,4,ST5X38 ốc tự khoan lục giác,Ø5x38mm,#10,màu đen,Túi ngũ kim,12+2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,5,NLPLS6010BZ,5,M6X10 ốc lục giác,M6x10,#10,màu đen,Túi ngũ kim,8+2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,6,ZGLS4010CZ,6,ST4X10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,màu đen,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,7,PTZGLS6308BZ,7,ST3.5X12 ốc tự cắt đầu bằng chữ thập,ST3.5x12mm,#10,màu đen,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,8,SLPZLS6030WH,8,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,9,ZGLS3560BH,8,ốc tự cắt,M3.5*60mm,#10,màu đen,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,10,LNSLSD65254BZ,9,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,11,LNBS57253BZ,10,L cờ lê lục giác,S3,#10,mạ kẽm,Túi ngũ kim,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231K101S,350Dx1790Wx598Hmm,màu gỗ cổ,12,MS6030YS,11,6X30 chốt gỗ,Ø6x30mm,木,màu tự nhiên,Túi ngũ kim,3
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,1,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,2,LGS231SHLBH,F,LGS231_131-Thanh trên trước,556x15x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,3,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,4,LGS231DB102BH,A1,LGS231-tấm trên phải,895x350x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,5,DD1700,R,1700-đèn LED,DC12V，SMD5050，1700mm,FPCB,đen bóng,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,6,DD1700,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,7,SLHGZY002BH,BR,325mm Thanh ngăn kéo phải,325x25x20mm,PP&GF40,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,8,LGS231YZKBHGK,C2,LGS421_420-S_231_131-Khung giữa phải,576x335x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,9,BCDB55031723BH,Z09,LGS đáy túi vải 32.5X55,545x320x3mm,MDF&vải không dệt,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,10,BC5503327188BH,Y08,LGS túi vải 55x32.5x18.7,550x325x188mm,MDF&vải không dệt,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,11,LGS231CBZBH,A4,LGS231_131-Tấm tầng giữa,556x335x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,12,SLHGZZ002BH,BL,325mm Thanh ngăn kéo trái,325x25x20mm,PP&GF40,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,13,LGS231ZZKBHGK,C1,LGS421_420-S_231_131-Khung giữa trái,576x335x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,14,LGS231CBZYBH,A3,LGS231-tấm tầng bên,582x335x12mm,PB,màu đen,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,15,LGS231ZYKBH,D,LGS421_420-S_231_131-Khung bên trái phải,576x335x15mm,Q195,đen nhám,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,16,LGS231XHLBH,E,LGS231_131-thanh dưới,556x15x15mm,Q195,đen nhám,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,17,LGS231SHLBHGK,G,LGS231_131-Thanh trên sau,556x15x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,18,LGS231DB101BH,A2,LGS231-tấm trên trái,895x350x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,19,LGS231ZFXBH,无,thùng đóng giữa,980×377×147mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,20,ZHJ5050135,无,giấy nẹp,50×50×135mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,21,LGS231ZK,无,giấy lót,sóng đơn 950×60,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,22,LGS231PM001,无,mút xốp,"16Kg,360×135×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,23,LGS231PM002,无,mút xốp,"16Kg,350×320×36mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,24,LGS231PM003,无,mút xốp,"16Kg,350×345×20mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,25,LGS231PM004,无,mút xốp,"16Kg,590×250×6mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,26,LGS231PM005,无,mút xốp,"16Kg,560×250×6mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,27,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,4
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,28,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,8
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,29,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,30,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,31,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,32,LGS231SMS,无,LGS231 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,1,TZJD629825BH,1,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu đen,Túi ngũ kim,8
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,2,BCLS129228BH,2,tay nắm,129x22x8mm,PP&GF40,màu đen,Túi ngũ kim,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,3,NLPLS6022BZ,3,M6X22 ốc lục giác,M6x22mm,#10,màu đen,Túi ngũ kim,16+2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,4,GSSNZGLS5040BZ,4,ST5X38 ốc tự khoan lục giác,Ø5x38mm,#10,màu đen,Túi ngũ kim,12+2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,5,NLPLS6010BZ,5,M6X10 ốc lục giác,M6x10,#10,màu đen,Túi ngũ kim,8+2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,6,ZGLS4010CZ,6,ST4X10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,màu đen,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,7,PTZGLS6308BZ,7,ST3.5X12 ốc tự cắt đầu bằng chữ thập,ST3.5x12mm,#10,màu đen,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,8,SLPZLS6030WH,8,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,9,ZGLS3560BH,8,ốc tự cắt,M3.5*60mm,#10,màu đen,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,10,LNSLSD65254BZ,9,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,11,LNBS57253BZ,10,L cờ lê lục giác,S3,#10,mạ kẽm,Túi ngũ kim,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-70inch,LGS231B101S,350Dx1790Wx598Hmm,màu đen,12,MS6030YS,11,6X30 chốt gỗ,Ø6x30mm,木,màu tự nhiên,Túi ngũ kim,3
