tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,18,BC338327166BH,Y11,LGS túi vải 34x32.5x16.8,340x325x168mm,MDF&vải không dệt,màu đen,linh kiện,4
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,19,BC458327186BH,Y06,LGS túi vải 46x32.5x18.7,460x325x187mm,MDF&vải không dệt,màu đen,linh kiện,6
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,20,BCDB32831723BH,Z4,LGS đáy túi vải 32.5x34,335x320x3mm,MDF&vải không dệt,màu đen,linh kiện,4
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,21,BCDB44831723BH,Z08,LGS đáy túi vải 32.5x46,455x320x3mm,MDF&vải không dệt,màu đen,linh kiện,6
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,22,LGS334ZFXBH,无,thùng đóng giữa,860×415×140mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,23,ZHJ5050130,无,giấy nẹp,50×50×130mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,24,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,4
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,25,LGS334PM001,无,mút xốp,"20kg,402×130×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,26,LGS334PM002,无,mút xốp,"16kg,390×34×22mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,27,LGS334ZK,无,giấy lót,sóng đơn 840×60mm,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,28,LGS334SMS,无,LGS334 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,29,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,30,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,31,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,1,LNSLSD65254BZ,1,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,2,NLPLS6022BH,2,M6x22 ốc lục giác,M6x22mm,#10,màu đen,Túi ngũ kim,28+2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,3,NLPLS6010BH,3,M6x10 ốc lục giác,M6x10mm,#10,màu đen,Túi ngũ kim,12+2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,4,BCLS129228BH,4,tay nắm,129x22x8mm,PP&GF40,màu đen,Túi ngũ kim,10
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,5,ZGLS4010CZ,5,ST4x10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,màu đen,Túi ngũ kim,20+2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,6,SLPZLS6030WH,6,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,7,ZGLS3560BH,6,ốc tự cắt,M3.5*60mm,#10,màu đen,Túi ngũ kim,2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,8,TZJD629825BH,7,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu đen,Túi ngũ kim,6
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,9,NLDP15508020BH,8,lông đền nhựa,đường kính ngoài 15.5×lỗ trong 8.0×厚 2.0mm,PP,màu đen,Túi ngũ kim,2
BOM-LGS334-3 列 3 tầng cơ bản 10 tủ ngăn kéo-57inch,LGS334BH02S,350Dx1468Wx681Hmm,màu đen,10,MS6030YS,9,6x30 chốt gỗ,Ø6x30mm,木,màu gỗ,Túi ngũ kim,3
