tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,8,LGS433ZKBH,D,LGS333-433 khung bên trái,659x290x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,9,LGS433XZQSLBH,L2,LGS333_334_433_434 thanh dọc giữa-trước,391x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,10,LGS433XZHSLBH,L1,LGS333_334_433_434 thanh dọc giữa-sau,391x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,11,LGS433XQHLBH,G,LGS333_433_733_833 Thanh dưới trước,1098x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,12,LGS433XHHLBH,F,LGS333_433_733_833 Thanh dưới sau,1098x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,13,LGS433CB101KD,C,LGS433-tấm tầng,542x290x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,14,LGS433DB101KD,A,LGS433-Mặt bàn trên,1138x300x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,15,LGS433SZKBH,I2,LGS433 khung đỡ-phải,290x178x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,16,LGS433SZKBH,I1,LGS433 khung đỡ-trái,290x178x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,17,LGS433SQHLDEPBH,J,LGS433 thanh trên,1098x31x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,18,BC255282166KD,Y10,LGS túi vải 25.7x28x16.8,257x280x168mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,19,BC348282186KD,Y05,LGS túi vải 35x28x18.7,350x280x187mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,6
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,20,BCDB24527223BH,Z01,LGS đáy túi vải 28x25.7,252x275x3mm,MDF&vải không dệt,màu đen,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,21,BCDB33827223BH,Z05,LGS đáy túi vải 28x35,345x275x3mm,MDF&vải không dệt,màu đen,linh kiện,6
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,22,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1TypeC ổ cắm,ABS,màu đen,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,23,LGS433PKXKD,无,thùng carton,1185×330×110mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,24,ZHJ5050100,无,giấy nẹp,50×50×100mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,25,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,26,LGS433PM001,无,mút xốp,"20kg,320×100×8mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,27,LGS433PM002,无,mút xốp,"16kg,925×295×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,28,LGS434005,无,mút xốp,"16kg,610×310×6mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,29,LGS433ZK,无,giấy lót,sóng đơn 1100×60mm,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,30,LGS433SMS,无,LGS433 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,31,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,32,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,33,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,1,LNSLSD65254BZ,1,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,2,NLPLS6022BH,2,M6x22 ốc lục giác,M6x22mm,#10,màu đen,Túi ngũ kim,26+2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,3,NLPLS6010BH,3,M6x10 ốc lục giác,M6x10mm,#10,màu đen,Túi ngũ kim,8+2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,4,BCLS129228BH,4,tay nắm,129x22x8mm,PP&GF40,màu đen,Túi ngũ kim,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,5,ZGLS4010CZ,5,ST4x10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,màu đen,Túi ngũ kim,16+2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,6,SLPZLS6030WH,6,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,7,ZGLS3560BH,6,ốc tự cắt,M3.5*60mm,#10,màu đen,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,8,TZJD629825BH,7,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu đen,Túi ngũ kim,6
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,9,NLDP15508020BH,8,lông đền nhựa,đường kính ngoài 15.5×lỗ trong 8.0×厚 2.0mm,PP,màu đen,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,10,PTZGLS6308BH,9,ST3.5X12 ốc tự cắt đầu bằng chữ thập,ST3.5x12mm,#10,màu đen,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,1,LG05254WH,X01,254 thanh đũa,Ø5x254mm,Q195,trắng nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,2,SLHGZZ001WH,BL,280mm Thanh ngăn kéo trái,280x25x23mm,PP&GF40,màu trắng,linh kiện,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,3,SLHGZY001WH,BR,280mm Thanh ngăn kéo phải,280x25x23mm,PP&GF40,màu trắng,linh kiện,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,4,DD0500,R,500-đèn LED,"DC12V, SMD5050, 500mm",FPCB,đen bóng,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,5,DD0500,R1,kẹp cố định đèn,theo thực tế,PP,màu trắng,linh kiện,5
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,6,ZJG150654WH,M,54 chân đế,70x15x15,Q195,trắng nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,7,LGS433YKWH,E,LGS333-433 khung bên phải,659x290x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,8,LGS433ZKWH,D,LGS333-433 khung bên trái,659x290x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,9,LGS433XZQSLWH,L2,LGS333_334_433_434 thanh dọc giữa-trước,391x15x15mm,Q195,trắng nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,10,LGS433XZHSLWH,L1,LGS333_334_433_434 thanh dọc giữa-sau,391x15x15mm,Q195,trắng nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,11,LGS433XQHLWH,G,LGS333_433_733_833 Thanh dưới trước,1098x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,12,LGS433XHHLWH,F,LGS333_433_733_833 Thanh dưới sau,1098x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,13,LGS433CB101WH,C,LGS433-tấm tầng,542x290x12mm,PB,màu trắng,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,14,LGS433DB101WH,A,LGS433-Mặt bàn trên,1138x300x12mm,PB,màu trắng,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,15,LGS433SZKWH,I2,LGS433 khung đỡ-phải,290x178x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,16,LGS433SZKWH,I1,LGS433 khung đỡ-trái,290x178x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,17,LGS433SQHLDEPWH,J,LGS433 thanh trên,1098x31x15mm,Q195,trắng nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,18,BC255282166WH,Y10,LGS túi vải 25.7x28x16.8,280x257x168mm,MDF&vải không dệt,màu trắng,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,19,BC348282186WH,Y05,LGS túi vải 35x28x18.7,280x350x187mm,MDF&vải không dệt,màu trắng,linh kiện,6
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,20,BCDB24527223WH,Z01,LGS đáy túi vải 28x25.7,275x252x3mm,MDF&vải không dệt,màu trắng,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,21,BCDB33827223WH,Z05,LGS đáy túi vải 28x35,275x345x3mm,MDF&vải không dệt,màu trắng,linh kiện,6
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,22,PC221WH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1TypeC ổ cắm,ABS,màu trắng,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,23,LGS433PKXWH,无,thùng carton,1185×330×110mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,24,ZHJ5050100,无,giấy nẹp,50×50×100mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,25,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,26,LGS433PM001,无,mút xốp,"20kg,320×100×8mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,27,LGS433PM002,无,mút xốp,"16kg,925×295×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,28,LGS434005,无,mút xốp,"16kg,610×310×6mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,29,LGS433ZK,无,giấy lót,sóng đơn 1100×60mm,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,30,LGS433SMS,无,LGS433 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,31,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,32,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,33,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,1,LNSLSD65254BZ,1,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,2,NLPLS6022BZ,2,M6x22 ốc lục giác,M6x22mm,#10,mạ kẽm,Túi ngũ kim,26+2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,3,NLPLS6010BZ,3,M6x10 ốc lục giác,M6x10mm,#10,mạ kẽm,Túi ngũ kim,8+2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,4,BCLS129228WH,4,tay nắm,129x22x8mm,PP&GF40,màu trắng,Túi ngũ kim,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,5,ZGLS4010CZ,5,ST4x10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,mạ kẽm,Túi ngũ kim,16+2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,6,SLPZLS6030WH,6,Ốc tắc kê nhựa,6x30mm,PP,mạ kẽm,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,7,ZGLS3560BH,6,ốc tự cắt,M3.5*60mm,#10,mạ kẽm,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,8,TZJD629825WH,7,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu trắng,Túi ngũ kim,6
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,9,NLDP15508020BH,8,lông đền nhựa,đường kính ngoài 15.5×lỗ trong 8.0×厚 2.0mm,PP,màu trắng,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433WH02S,300Dx1138Wx681Hmm,màu trắng,10,PTZGLS6308BH,9,ST3.5X12 ốc tự cắt đầu bằng chữ thập,ST3.5x12mm,#10,mạ kẽm,Túi ngũ kim,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,1,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,2,SLHGZZ001BH,BL,280mm Thanh ngăn kéo trái,280x25x23mm,PP&GF40,màu đen,linh kiện,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,3,SLHGZY001BH,BR,280mm Thanh ngăn kéo phải,280x25x23mm,PP&GF40,màu đen,linh kiện,8
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,4,DD0500,R,500-đèn LED,"DC12V, SMD5050, 500mm",FPCB,đen bóng,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,5,DD0500,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,6,ZJG150654BH,M,54 chân đế,70x15x15,Q195,đen nhám,linh kiện,2
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,7,LGS433YKBH,E,LGS333-433 khung bên phải,659x290x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS433-3 列 3 Phiên bản tầng mở có đèn và điện 8 tủ ngăn kéo-45inch,LGS433BH02S,300Dx1138Wx681Hmm,màu đen,8,LGS433ZKBH,D,LGS333-433 khung bên trái,659x290x15mm,Q195,đen nhám,linh kiện,1
