tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,16,LGS131SHLBHGK,G,LGS231_131-Thanh trên sau,556x15x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,17,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,18,LGS131DB101KD,A2,LGS131-tấm trên trái,785x350x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,19,LGS131ZFXKD,无,LGS131-thùng đóng giữa,875×380×140mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,20,ZHJ5050125,无,giấy nẹp,50×50×125mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,21,LGS131ZK,无,giấy lót,sóng đơn 860×60,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,22,LGS131PM001,无,mút xốp,"16Kg,367×125×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,23,LGS131PM002,无,mút xốp,"16Kg,340×240×15mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,24,LGS131PM003,无,mút xốp,"16Kg,340×320×35mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,25,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,4
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,26,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,8
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,27,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,28,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,29,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,30,LGS131SMS,无,LGS131 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,1,TZJD629825BH,1,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu đen,Túi ngũ kim,8
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,2,BCLS129228BH,2,tay nắm,129x22x8mm,PP&GF40,màu đen,Túi ngũ kim,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,3,NLPLS6022BZ,3,M6X22 ốc lục giác,M6x22mm,#10,màu đen,Túi ngũ kim,16+2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,4,GSSNZGLS5040BZ,4,ST5X38 ốc tự khoan lục giác,Ø5x38mm,#10,màu đen,Túi ngũ kim,12+2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,5,NLPLS6010BZ,5,M6X10 ốc lục giác,M6x10,#10,màu đen,Túi ngũ kim,8+2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,6,ZGLS4010CZ,6,ST4X10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,màu đen,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,7,PTZGLS6308BZ,7,ST3.5X12 ốc tự cắt đầu bằng chữ thập,ST3.5x12mm,#10,màu đen,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,8,SLPZLS6030WH,8,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,9,ZGLS3560BH,8,ốc tự cắt,M3.5*60mm,#10,màu đen,Túi ngũ kim,2
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,10,LNSLSD65254BZ,9,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,11,LNBS57253BZ,10,L cờ lê lục giác,S3,#10,mạ kẽm,Túi ngũ kim,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131K101S,350Dx1570Wx598Hmm,màu gỗ cổ,12,MS6030YS,11,6X30 chốt gỗ,Ø6x30mm,木,màu tự nhiên,Túi ngũ kim,3
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,1,PC221WH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,2,LGS131DB102WH,A1,LGS131-tấm trên phải,785x350x12mm,PB,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,3,DD1500,R,1500-đèn LED,DC12V，SMD5050，1500mm,FPCB,đen bóng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,4,DD1500,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,5,LGS131SHLWH,F,LGS231_131-Thanh trên trước,556x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,6,LGS131ZYKWH,D,LGS421_420-S_231_131-Khung bên trái phải,576x335x15mm,Q195,trắng nhám,linh kiện,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,7,LGS131YZKWHGK,C2,LGS421_420-S_231_131-Khung giữa phải,576x335x15mm,Q195,trắng nhám,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,8,SLHGZY002WH,BR,325mm Thanh ngăn kéo phải,325x25x20mm,PP&GF40,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,9,BCDB55031723WH,Z09,LGS đáy túi vải 32.5X55,320x545x3mm,MDF&vải không dệt,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,10,BC5503327188WH,Y08,LGS túi vải 55x32.5x18.7,325x550x187mm,MDF&vải không dệt,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,11,LGS131XHLWH,E,LGS231_131-thanh dưới,556x15x15mm,Q195,trắng nhám,linh kiện,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,12,LGS131ZZKWHGK,C1,LGS421_420-S_231_131-Khung giữa trái,576x335x15mm,Q195,trắng nhám,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,13,LGS131CBZYWH,A3,LGS131-tấm tầng,472x335x12mm,PB,màu trắng,linh kiện,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,14,SLHGZZ002WH,BL,325mm Thanh ngăn kéo trái,325x25x20mm,PP&GF40,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,15,LGS131CBZWH,A4,LGS231_131-Tấm tầng giữa,556x335x12mm,PB,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,16,LGS131SHLWHGK,G,LGS231_131-Thanh trên sau,556x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,17,LG05254WH,X01,254 thanh đũa,Ø5x254mm,Q195,trắng nhám,linh kiện,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,18,LGS131DB101WH,A2,LGS131-tấm trên trái,785x350x12mm,PB,màu trắng,linh kiện,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,19,LGS131ZFXWH,无,LGS131-thùng đóng giữa,875×380×140mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,20,ZHJ5050125,无,giấy nẹp,50×50×125mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,21,LGS131ZK,无,giấy lót,sóng đơn 860×60,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,22,LGS131PM001,无,mút xốp,"16Kg,367×125×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,23,LGS131PM002,无,mút xốp,"16Kg,340×240×15mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,24,LGS131PM003,无,mút xốp,"16Kg,340×320×35mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,25,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,4
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,26,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,8
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,27,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,28,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,29,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,30,LGS131SMS,无,LGS131 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,1,TZJD629825BH,1,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu trắng,Túi ngũ kim,8
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,2,BCLS129228BH,2,tay nắm,129x22x8mm,PP&GF40,màu trắng,Túi ngũ kim,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,3,NLPLS6022BZ,3,M6X22 ốc lục giác,M6x22mm,#10,mạ kẽm,Túi ngũ kim,16+2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,4,GSSNZGLS5040BZ,4,ST5X38 ốc tự khoan lục giác,Ø5x38mm,#10,mạ kẽm,Túi ngũ kim,12+2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,5,NLPLS6010BZ,5,M6X10 ốc lục giác,M6x10,#10,mạ kẽm,Túi ngũ kim,8+2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,6,ZGLS4010CZ,6,ST4X10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,mạ kẽm,Túi ngũ kim,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,7,PTZGLS6308BZ,7,ST3.5X12 ốc tự cắt đầu bằng chữ thập,ST3.5x12mm,#10,mạ kẽm,Túi ngũ kim,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,8,SLPZLS6030WH,8,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,9,ZGLS3560BH,8,ốc tự cắt,M3.5*60mm,#10,mạ kẽm,Túi ngũ kim,2
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,10,LNSLSD65254BZ,9,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,11,LNBS57253BZ,10,L cờ lê lục giác,S3,#10,mạ kẽm,Túi ngũ kim,1
BOM-云màu trắng 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131W101S,350Dx1570Wx598Hmm,màu trắng,12,MS6030YS,11,6X30 chốt gỗ,Ø6x30mm,木,màu tự nhiên,Túi ngũ kim,3
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,1,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,2,LGS131DB102BH,A1,LGS131-tấm trên phải,785x350x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,3,DD1500,R,1500-đèn LED,DC12V，SMD5050，1500mm,FPCB,đen bóng,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,4,DD1500,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,5,LGS131SHLBH,F,LGS231_131-Thanh trên trước,556x15x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,6,LGS131ZYKBH,D,LGS421_420-S_231_131-Khung bên trái phải,576x335x15mm,Q195,đen nhám,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,7,LGS131YZKBHGK,C2,LGS421_420-S_231_131-Khung giữa phải,576x335x15mm,Q195,đen nhám,linh kiện,1
